2026-05-08 15:53:36 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DED97ED120>
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method executescript of sqlite3.Connection object at 0x000001D6664D8040>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ') completed
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001D6664D8040>)
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001D6664D8040>) completed
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001D6664D8040>)
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001D6664D8040>) completed
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001D63B668F40>
2026-05-08 16:22:08 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001D63B668F40> completed
2026-05-08 16:22:08 | INFO    | main                 | 数据库初始化完成
2026-05-08 16:22:08 | INFO    | main                 | LLM Provider: openai
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DE847F0360>
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001DE847F0360> completed
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA7A0>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA7A0>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA7A0>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA7A0>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA7A0>, 'SELECT id, filename, rows, columns, column_names, created_at, updated_at FROM sessions ORDER BY updated_at DESC LIMIT ?', (50,))
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA7A0>, 'SELECT id, filename, rows, columns, column_names, created_at, updated_at FROM sessions ORDER BY updated_at DESC LIMIT ?', (50,)) completed
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x000001DE8544F4C0>)
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x000001DE8544F4C0>) completed
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE84BDA7A0>)
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE84BDA7A0>) completed
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001DE84BA5F80>
2026-05-08 16:22:16 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001DE84BA5F80> completed
2026-05-08 16:22:16 | INFO    | main                 | GET /api/history/sessions -> 200 (13.0ms)
2026-05-08 16:22:16 | INFO    | main                 | GET /api/config -> 200 (0.0ms)
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_part_begin with no data
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_header_field with data[42:61]
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_header_value with data[63:114]
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_header_end with no data
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_header_field with data[116:128]
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_header_value with data[130:138]
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_header_end with no data
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_headers_finished with no data
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_part_data with data[142:2256]
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_part_end with no data
2026-05-08 16:23:01 | DEBUG   | python_multipart.multipart | Calling on_end with no data
2026-05-08 16:23:01 | INFO    | api.data             | 上传文件: sales_sample.csv (session=default)
2026-05-08 16:23:01 | INFO    | api.data             | 文件已保存: F:\项目\数据分析智能体\backend\uploads\default_sales_sample.csv (0.0MB)
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DE84BA60C0>
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001DE84BA60C0> completed
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE855D0E50>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE855D0E50>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE855D0E50>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE855D0E50>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE855D0E50>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'sales_sample.csv', 36, 8, '["日期", "产品", "销售额", "销量", "成本", "利润", "部门", "地区"]', '2026-05-08T16:23:01.261060', '2026-05-08T16:23:01.261060'))
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE855D0E50>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'sales_sample.csv', 36, 8, '["日期", "产品", "销售额", "销量", "成本", "利润", "部门", "地区"]', '2026-05-08T16:23:01.261060', '2026-05-08T16:23:01.261060')) completed
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001DE855D0E50>)
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001DE855D0E50>) completed
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE855D0E50>)
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE855D0E50>) completed
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001DE855B3920>
2026-05-08 16:23:01 | INFO    | api.data             | 数据加载完成: 36 行 x 8 列
2026-05-08 16:23:01 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001DE855B3920> completed
2026-05-08 16:23:01 | INFO    | main                 | POST /api/data/upload -> 200 (35.6ms)
2026-05-08 16:23:01 | INFO    | main                 | GET /api/data/page -> 200 (3.0ms)
2026-05-08 16:23:01 | INFO    | main                 | GET /api/visualization/auto -> 200 (533.4ms)
2026-05-08 16:25:11 | INFO    | main                 | POST /api/cleaning/recommend -> 404 (1.0ms)
2026-05-08 16:25:16 | INFO    | main                 | POST /api/cleaning/recommend -> 404 (1.0ms)
2026-05-08 16:37:55 | INFO    | main                 | GET /api/health -> 200 (0.0ms)
2026-05-08 16:38:15 | INFO    | main                 | GET /openapi.json -> 200 (17.1ms)
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x00000264EAF45080>
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x00000264EAF45080> completed
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000026495DD8040>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000026495DD8040>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000026495DD8040>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000026495DD8040>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method executescript of sqlite3.Connection object at 0x0000026495DD8040>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ')
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method executescript of sqlite3.Connection object at 0x0000026495DD8040>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ') completed
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000026495DD8040>)
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000026495DD8040>) completed
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000026495DD8040>)
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000026495DD8040>) completed
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x00000264EAF44EA0>
2026-05-08 16:40:56 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x00000264EAF44EA0> completed
2026-05-08 16:40:56 | INFO    | main                 | 数据库初始化完成
2026-05-08 16:40:56 | INFO    | main                 | LLM Provider: openai
2026-05-08 16:40:58 | INFO    | main                 | GET /api/health -> 200 (0.0ms)
2026-05-08 16:41:18 | INFO    | main                 | GET /openapi.json -> 200 (0.9ms)
2026-05-08 16:41:40 | INFO    | main                 | POST /api/cleaning/recommend -> 404 (0.0ms)
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x0000020E1D582700>
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x0000020E1D582700> completed
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A4310>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A4310>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A4310>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A4310>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method executescript of sqlite3.Connection object at 0x0000020E1D5A4310>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ')
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method executescript of sqlite3.Connection object at 0x0000020E1D5A4310>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ') completed
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000020E1D5A4310>)
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000020E1D5A4310>) completed
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000020E1D5A4310>)
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000020E1D5A4310>) completed
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x0000020E726684A0>
2026-05-08 16:43:03 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x0000020E726684A0> completed
2026-05-08 16:43:03 | INFO    | main                 | 数据库初始化完成
2026-05-08 16:43:03 | INFO    | main                 | LLM Provider: openai
2026-05-08 16:43:05 | INFO    | main                 | GET /api/health -> 200 (1.0ms)
2026-05-08 16:43:43 | INFO    | main                 | POST /api/cleaning/recommend -> 200 (1.0ms)
2026-05-08 16:44:07 | INFO    | main                 | POST /api/cleaning/ai-clean -> 200 (1.0ms)
2026-05-08 16:44:08 | INFO    | main                 | POST /api/cleaning/execute-steps -> 200 (1.0ms)
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x0000020E1D601E40>
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x0000020E1D601E40> completed
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D60C6D0>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D60C6D0>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D60C6D0>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D60C6D0>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D60C6D0>, 'SELECT id, filename, rows, columns, column_names, created_at, updated_at FROM sessions ORDER BY updated_at DESC LIMIT ?', (50,))
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D60C6D0>, 'SELECT id, filename, rows, columns, column_names, created_at, updated_at FROM sessions ORDER BY updated_at DESC LIMIT ?', (50,)) completed
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x0000020E1D604EC0>)
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x0000020E1D604EC0>) completed
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000020E1D60C6D0>)
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000020E1D60C6D0>) completed
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x0000020E1D6022A0>
2026-05-08 16:45:43 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x0000020E1D6022A0> completed
2026-05-08 16:45:43 | INFO    | main                 | GET /api/history/sessions -> 200 (13.0ms)
2026-05-08 16:45:43 | INFO    | main                 | GET /api/config -> 200 (0.0ms)
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_part_begin with no data
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_header_field with data[42:61]
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_header_value with data[63:114]
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_header_end with no data
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_header_field with data[116:128]
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_header_value with data[130:138]
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_header_end with no data
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_headers_finished with no data
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_part_data with data[142:2256]
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_part_end with no data
2026-05-08 16:45:50 | DEBUG   | python_multipart.multipart | Calling on_end with no data
2026-05-08 16:45:50 | INFO    | api.data             | 上传文件: sales_sample.csv (session=default)
2026-05-08 16:45:50 | INFO    | api.data             | 文件已保存: F:\项目\数据分析智能体\backend\uploads\default_sales_sample.csv (0.0MB)
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x0000020E1D5831A0>
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x0000020E1D5831A0> completed
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A6890>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A6890>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A6890>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A6890>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A6890>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'sales_sample.csv', 36, 8, '["日期", "产品", "销售额", "销量", "成本", "利润", "部门", "地区"]', '2026-05-08T16:45:50.906106', '2026-05-08T16:45:50.906106'))
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000020E1D5A6890>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'sales_sample.csv', 36, 8, '["日期", "产品", "销售额", "销量", "成本", "利润", "部门", "地区"]', '2026-05-08T16:45:50.906106', '2026-05-08T16:45:50.906106')) completed
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000020E1D5A6890>)
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000020E1D5A6890>) completed
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000020E1D5A6890>)
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000020E1D5A6890>) completed
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x0000020E1D6037E0>
2026-05-08 16:45:50 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x0000020E1D6037E0> completed
2026-05-08 16:45:50 | INFO    | api.data             | 数据加载完成: 36 行 x 8 列
2026-05-08 16:45:50 | INFO    | main                 | POST /api/data/upload -> 200 (50.8ms)
2026-05-08 16:45:52 | INFO    | main                 | GET /api/data/page -> 200 (1846.0ms)
2026-05-08 16:45:52 | INFO    | main                 | GET /api/visualization/auto -> 200 (1848.0ms)
2026-05-08 16:45:57 | INFO    | api.cleaning         | AI清洗推荐 (session=default)
2026-05-08 16:46:06 | INFO    | main                 | POST /api/cleaning/recommend -> 200 (8884.9ms)
2026-05-08 16:46:17 | INFO    | api.analysis         | 执行分析: anomaly (session=default)
2026-05-08 16:46:17 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x0000020E1F829440>
2026-05-08 16:46:17 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x0000020E1F829440> completed
